Reporter	Year	HS code level	Base nomenclature	Product	Number of subheadings	Number of lines	Number of AVDuties	AVDuty average	AVDuty minimum	AVDuty maximum	Percent duty free	Number of non AVDuties	List of non AVDuties	Exchange rate	Import value	List of unit values	Description
"Slovak Republic"	2003	6	"HS02"	240220	1	2	2	55	55	55	0	0	""	36.7729	""	""	"Cigarettes, containing tobacco"
"Slovak Republic"	2002	6	"HS02"	240220	1	2	2	55	55	55	0	0	""	45.3267	54771.8349990072	"[$ 11.7 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Slovak Republic"	2001	6	"HS96"	240220	1	2	2	55	55	55	0	0	""	48.3548	45795.4512470436	"[$ 9.7 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Slovak Republic"	2000	6	"HS96"	240220	1	2	2	55	55	55	0	0	""	46.0352	36988.8139885764	"[$ 9.9 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Slovak Republic"	1999	6	"HS96"	240220	1	2	2	56.7	56.7	56.7	0	0	""	41.3628	55164.8402436961	"[$ 10.0 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Slovenia"	2003	6	"HS02"	240220	1	2	2	45	45	45	0	0	""	207.114	""	""	"Cigarettes, containing tobacco"
"Slovenia"	2002	6	"HS02"	240220	1	2	2	45	45	45	0	0	""	240.248	15340.821415	"[$ 7.9 per Kilogram]"	"Cigarettes, containing tobacco"
"Slovenia"	2001	6	"HS96"	240220	1	2	2	45	45	45	0	0	""	242.749	12675.346701	"[$ 7.6 per Kilogram]"	"Cigarettes, containing tobacco"
"Solomon Islands"	2011	6	"HS02"	240220	1	2	0	""	""	""	0	2	"[$1.25 per stick] [$1.25 per stick]"	7.641	""	""	"Cigarettes, containing tobacco"
"Solomon Islands"	2010	6	"HS02"	240220	1	2	0	""	""	""	0	2	"[0.50 SBD/stick] [0.50 SBD/stick]"	8.065	""	""	"Cigarettes, containing tobacco"
"Solomon Islands"	2008	6	"HS02"	240220	1	2	0	""	""	""	0	2	"[$1.25 per stick] [$1.25 per stick]"	7.74792	""	""	"Cigarettes, containing tobacco"
"Solomon Islands"	2007	6	"HS02"	240220	1	2	0	""	""	""	0	2	"[$1.25 per stick] [$1.25 per stick]"	7.652	""	""	"Cigarettes, containing tobacco"
"Solomon Islands"	1998	6	"HS92"	240220	1	2	0	""	""	""	0	2	"[$180.00 per kg] [$180.00 per kg]"	4.81565	""	""	""
"Sri Lanka"	2012	6	"HS07"	240220	1	6	5	100	100	100	0	1	"[50% or Rs. 1,570/= per kg gross weight]"	127.603	4572.468153	"[$ 25.5 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Sri Lanka"	2011	6	"HS07"	240220	1	6	5	100	100	100	0	1	"[50% or Rs. 1570 per Kg.]"	110.565	4492.3032752	"[$ 26.3 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Sri Lanka"	2010	6	"HS07"	240220	1	6	5	100	100	100	0	1	"[50% or Rs. 1570 per Kg.]"	113.064	1350.4274903	"[$ 16.2 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Sri Lanka"	2009	6	"HS07"	240220	1	6	5	100	100	100	0	1	"[50% or Rs. 1,570/ per kg gross weight]"	114.945	864.4674446	"[$ 16.1 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Sri Lanka"	2008	6	"HS07"	240220	1	6	5	100	100	100	0	1	"[50% or Rs. 1570 per Kg.]"	108.334	1695.6766125	"[$ 24.4 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Suriname"	2013	6	"HS07"	240220	1	1	1	50	50	50	0	0	""	3.3	""	""	"Cigarettes, containing tobacco"
"Suriname"	2012	6	"HS07"	240220	1	1	1	50	50	50	0	0	""	3.3	""	""	"Cigarettes, containing tobacco"
"Suriname"	2011	6	"HS02"	240220	1	1	1	50	50	50	0	0	""	3.268	20127.077627	"[$ 28.3 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Suriname"	2010	6	"HS07"	240220	1	1	1	50	50	50	0	0	""	2.745	21246.2504101	"[$ 25.6 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Suriname"	2009	6	"HS07"	240220	1	1	1	50	50	50	0	0	""	2.745	17732.167187	"[$ 18.7 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Swaziland"	2014	6	"HS12"	240220	1	2	2	45	45	45	0	0	""	""	""	""	"Cigarettes, containing tobacco"
"Swaziland"	2013	6	"HS12"	240220	1	2	2	45	45	45	0	0	""	9.655	""	""	"Cigarettes, containing tobacco"
"Swaziland"	2012	6	"HS12"	240220	1	2	2	45	45	45	0	0	""	8.21	""	""	"Cigarettes, containing tobacco"
"Swaziland"	2011	6	"HS07"	240220	1	2	2	45	45	45	0	0	""	7.261	""	""	"Cigarettes, containing tobacco"
"Swaziland"	2010	6	"HS07"	240220	1	2	2	45	45	45	0	0	""	7.321	""	""	"Cigarettes, containing tobacco"
"Chinese Taipei"	2014	6	"HS12"	240220	1	1	1	27	27	27	0	0	""	""	""	""	"Cigarettes, containing tobacco"
"Chinese Taipei"	2013	6	"HS07"	240220	1	1	1	27	27	27	0	0	""	29.77	460953.44048	"[$ 30.3 per Kilogram]"	"Cigarettes, containing tobacco"
"Chinese Taipei"	2012	6	"HS07"	240220	1	1	1	27	27	27	0	0	""	29.614	511299.723103937	"[$ 35.0 per Kilogram]"	"Cigarettes, containing tobacco"
"Chinese Taipei"	2011	6	"HS07"	240220	1	1	1	27	27	27	0	0	""	29.464	486873.33695357	"[$ 32.6 per Kilogram]"	"Cigarettes, containing tobacco"
"Chinese Taipei"	2010	6	"HS07"	240220	1	1	1	27	27	27	0	0	""	31.642	484376.6196827	"[$ 25.7 per Kilogram]"	"Cigarettes, containing tobacco"
"Tajikistan"	2012	6	"HS07"	240220	1	2	0	""	""	""	0	2	"[3,0 euro per 1000 units] [3,0 euro per 1000 units]"	4.738	""	""	"Cigarettes, containing tobacco"
"Tajikistan"	2011	6	"HS07"	240220	1	2	0	""	""	""	0	2	"[3,0 euro per 1000 units] [3,0 euro per 1000 units]"	4.61	""	""	"Cigarettes, containing tobacco"
"Tanzania"	2014	6	"HS12"	240220	1	2	2	35	35	35	0	0	""	""	""	""	"Cigarettes, containing tobacco"
"Tanzania"	2013	6	"HS12"	240220	1	2	2	35	35	35	0	0	""	1600.444	1695.281	"[$ 16.8 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Tanzania"	2012	6	"HS12"	240220	1	2	2	35	35	35	0	0	""	1583.003	2026.865	"[$ 13.5 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Tanzania"	2011	6	"HS07"	240220	1	2	2	35	35	35	0	0	""	1572.116	1430.041	"[$ 9.7 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Tanzania"	2010	6	"HS07"	240220	1	2	2	35	35	35	0	0	""	1409.272	1035.983	"[$ 10.0 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Thailand"	2013	6	"HS12"	240220	1	3	3	60	60	60	0	0	""	30.726	146811.43512	""	"Cigarettes, containing tobacco"
"Thailand"	2011	6	"HS07"	240220	1	2	2	60	60	60	0	0	""	30.492	117986.24496	"[$ 8.5 per Kilogram]"	"Cigarettes, containing tobacco"
"Thailand"	2010	6	"HS07"	240220	1	2	2	60	60	60	0	0	""	31.686	107100.2833908	"[$ 8.1 per Kilogram]"	"Cigarettes, containing tobacco"
"Thailand"	2009	6	"HS07"	240220	1	2	2	60	60	60	0	0	""	34.286	80773.994	"[$ 7.6 per Kilogram]"	"Cigarettes, containing tobacco"
"Thailand"	2008	6	"HS07"	240220	1	2	2	60	60	60	0	0	""	33.3133	94592.736	"[$ 8.2 per Kilogram]"	"Cigarettes, containing tobacco"
"The former Yugoslav Republic of Macedonia"	2013	6	"HS12"	240220	1	2	2	60	60	60	0	0	""	46.395	""	""	"Cigarettes, containing tobacco"
"The former Yugoslav Republic of Macedonia"	2012	6	"HS12"	240220	1	2	2	60	60	60	0	0	""	47.89	""	""	"Cigarettes, containing tobacco"
"The former Yugoslav Republic of Macedonia"	2011	6	"HS07"	240220	1	2	2	60	60	60	0	0	""	44.231	11078.0912125	"[$ 11.1 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"The former Yugoslav Republic of Macedonia"	2010	6	"HS07"	240220	1	2	2	60	60	60	0	0	""	46.485	8871.4738260465	"[$ 10.9 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"The former Yugoslav Republic of Macedonia"	2009	6	"HS07"	240220	1	2	2	60	60	60	0	0	""	44.101	8400.50644494766	"[$ 11.7 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"The Gambia"	2013	6	"HS07"	240220	1	1	1	20	20	20	0	0	""	35.958	3918.98432495456	"[$ 4.9 per Kilogram gross weight]"	"Cigarettes, containing tobacco"
"The Gambia"	2012	6	"HS07"	240220	1	1	1	20	20	20	0	0	""	32.077	3661.34754014546	"[$ 3.4 per Kilogram gross weight]"	"Cigarettes, containing tobacco"
"The Gambia"	2011	6	"HS07"	240220	1	1	1	20	20	20	0	0	""	29.462	""	""	"Cigarettes, containing tobacco"
"The Gambia"	2010	6	"HS07"	240220	1	1	1	20	20	20	0	0	""	28.012	""	""	"Cigarettes, containing tobacco"
"The Gambia"	2009	6	"HS92"	240220	1	1	1	20	20	20	0	0	""	26.644	""	""	""
"Togo"	2014	6	"HS07"	240220	1	1	1	20	20	20	0	0	""	""	""	""	"Cigarettes, containing tobacco"
"Togo"	2013	6	"HS07"	240220	1	1	1	20	20	20	0	0	""	494.04	14533.2371456	"[$ 7.2 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Togo"	2012	6	"HS07"	240220	1	1	1	20	20	20	0	0	""	510.527	13045.7530434238	"[$ 6.5 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Togo"	2011	6	"HS07"	240220	1	1	1	20	20	20	0	0	""	471.866	12422.6583140129	"[$ 7.1 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Togo"	2010	6	"HS07"	240220	1	1	1	20	20	20	0	0	""	495.277	13843.3832663338	"[$ 7.7 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Tonga"	2013	6	"HS07"	240220	1	2	2	0	0	0	100	0	""	1.774	""	""	"Cigarettes, containing tobacco"
"Tonga"	2012	6	"HS07"	240220	1	2	2	0	0	0	100	0	""	1.72	1413.0739213	"[$ 29.1 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Tonga"	2011	6	"HS07"	240220	1	2	2	0	0	0	100	0	""	1.729	1549.8787237	"[$ 35.0 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Tonga"	2010	6	"HS07"	240220	1	2	2	0	0	0	100	0	""	1.906	2266.1940005	"[$ 2.7 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Tonga"	2009	6	"HS07"	240220	1	2	2	0	0	0	100	0	""	2.034	2232.8036141	"[$ 27.6 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Trinidad and Tobago"	2013	6	"HS07"	240220	1	1	1	35	35	35	0	0	""	6.443	""	""	"Cigarettes, containing tobacco"
"Trinidad and Tobago"	2012	6	"HS07"	240220	1	1	1	35	35	35	0	0	""	6.43	""	""	"Cigarettes, containing tobacco"
"Trinidad and Tobago"	2011	6	"HS07"	240220	1	1	1	50.7	50.7	50.7	0	0	""	6.409	""	""	"Cigarettes, containing tobacco"
"Trinidad and Tobago"	2010	6	"HS07"	240220	1	1	1	50.7	50.7	50.7	0	0	""	6.376	394.5124402	"[$ 7.8 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Trinidad and Tobago"	2008	6	"HS07"	240220	1	1	1	39	39	39	0	0	""	6.28943	587.0400207	"[$ 5.2 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Tunisia"	2012	6	"HS12"	240220	1	2	2	15	15	15	0	0	""	1.562	""	""	"Cigarettes, containing tobacco"
"Tunisia"	2011	6	"HS07"	240220	1	2	2	15	15	15	0	0	""	1.408	""	""	"Cigarettes, containing tobacco"
"Tunisia"	2010	6	"HS07"	240220	1	6	6	15	15	15	0	0	""	1.431	99009.2828212291	"[$ 23.2 per Kilogram]"	"Cigarettes, containing tobacco"
"Tunisia"	2009	6	"HS07"	240220	1	2	2	15	15	15	0	0	""	1.35	73220.9135950588	"[$ 23.1 per Kilogram]"	"Cigarettes, containing tobacco"
"Tunisia"	2008	6	"HS07"	240220	1	6	6	17	17	17	0	0	""	1.23214	49450.8456831204	"[$ 23.9 per Kilogram]"	"Cigarettes, containing tobacco"
"Uganda"	2014	6	"HS12"	240220	1	2	2	35	35	35	0	0	""	""	""	""	"Cigarettes, containing tobacco"
"Uganda"	2013	6	"HS12"	240220	1	2	2	35	35	35	0	0	""	2586.89	""	""	"Cigarettes, containing tobacco"
"Uganda"	2012	6	"HS12"	240220	1	2	2	35	35	35	0	0	""	2504.563	""	""	"Cigarettes, containing tobacco"
"Uganda"	2011	6	"HS07"	240220	1	2	2	35	35	35	0	0	""	2522.746	13139.9319	"[$ 6.0 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Uganda"	2010	6	"HS07"	240220	1	2	2	35	35	35	0	0	""	2177.558	11171.47354	"[$ 5.7 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Ukraine"	2014	6	"HS12"	240220	1	3	0	""	""	""	0	3	"[1,5 ?/1000ps] [1,5 ?/1000ps] [1,5 ?/1000ps]"	""	""	""	"Cigarettes, containing tobacco"
"Ukraine"	2013	6	"HS07"	240220	1	3	0	""	""	""	0	3	"[1,5 ?/1000ps] [1,5 ?/1000ps] [1,5 ?/1000ps]"	7.993	""	""	"Cigarettes, containing tobacco"
"Ukraine"	2012	6	"HS07"	240220	1	3	0	""	""	""	0	3	"[1,5 ? per 1000 items] [1,5 ? per 1000 items] [1,5 ? per 1000 items]"	7.991	72354.49981	"[$ 19.4 per Kilogram]"	"Cigarettes, containing tobacco"
"Ukraine"	2011	6	"HS07"	240220	1	3	0	""	""	""	0	3	"[1,5 ?/1000ps] [1,5 ?/1000ps] [1,5 ?/1000ps]"	7.968	70850.67364	"[$ 20.3 per Kilogram]"	"Cigarettes, containing tobacco"
"Ukraine"	2010	6	"HS02"	240220	1	3	0	""	""	""	0	3	"[1,5 Euro per 1000 items] [1,5 Euro per 1000 items] [1,5 Euro per 1000 items]"	7.936	75268.24046	"[$ 18.9 per Kilogram]"	"Cigarettes, containing tobacco"
"United Arab Emirates"	2013	6	"HS12"	240220	1	1	0	""	""	""	0	1	"[100% ad-valorem with minimum charge of: DH 100 per 1000 cigarettes]"	3.673	""	""	"Cigarettes, containing tobacco"
"United Arab Emirates"	2012	6	"HS12"	240220	1	1	0	""	""	""	0	1	"[100% ad-valorem with minimum charge of: DH 100 per 1000 cigarettes]"	3.673	""	""	"Cigarettes, containing tobacco"
"United Arab Emirates"	2011	6	"HS07"	240220	1	1	0	""	""	""	0	1	"[100% ad-valorem with minimum charge of BD.10 for 1000 cigar]"	3.673	""	""	"Cigarettes, containing tobacco"
"United Arab Emirates"	2009	6	"HS07"	240220	1	1	0	""	""	""	0	1	"[100% with a minimum charge of DH 100 per 1000 cigarettes]"	3.673	""	""	"Cigarettes, containing tobacco"
"United Arab Emirates"	2008	6	"HS07"	240220	1	1	0	""	""	""	0	1	"[100% ad-valorem with minimum charge of: DH 100 per 1000 cigarettes]"	3.6725	""	""	"Cigarettes, containing tobacco"
"Uruguay"	2014	6	"HS12"	240220	1	1	1	20	20	20	0	0	""	""	""	""	"Cigarettes, containing tobacco"
"Uruguay"	2013	6	"HS12"	240220	1	1	1	20	20	20	0	0	""	20.482	""	""	"Cigarettes, containing tobacco"
"Uruguay"	2012	6	"HS12"	240220	1	1	1	20	20	20	0	0	""	20.311	4962.84792	""	"Cigarettes, containing tobacco"
"Uruguay"	2011	6	"HS07"	240220	1	1	1	20	20	20	0	0	""	19.314	""	""	"Cigarettes, containing tobacco"
"Uruguay"	2010	6	"HS07"	240220	1	1	1	20	20	20	0	0	""	20.059	327.844	""	"Cigarettes, containing tobacco"
"Vanuatu"	2012	6	"HS07"	240220	1	1	1	55	55	55	0	0	""	92.638	""	""	"Cigarettes, containing tobacco"
"Vanuatu"	2007	6	"HS02"	240220	1	1	0	""	""	""	0	1	"[12 vt/kg]"	102.438	1343.28860796564	"[$ 49.1 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Vanuatu"	2006	6	"HS02"	240220	1	1	0	""	""	""	0	1	"[12 vt/kg]"	110.641	1232.99736984815	"[$ 49.6 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Vanuatu"	2005	6	"HS02"	240220	1	1	0	""	""	""	0	1	"[12 vt/kg]"	109.246	""	""	"Cigarettes, containing tobacco"
"Vanuatu"	2004	6	"HS02"	240220	1	1	0	""	""	""	0	1	"[12 vt/kg]"	111.79	""	""	"Cigarettes, containing tobacco"
"Venezuela, Bolivarian Republic of"	2012	6	"HS02"	240220	1	2	2	35	35	35	0	0	""	4.289	""	""	"Cigarettes, containing tobacco"
"Venezuela, Bolivarian Republic of"	2011	6	"HS02"	240220	1	2	2	20	20	20	0	0	""	4.289	461.24588	"[$ 15.0 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Venezuela, Bolivarian Republic of"	2010	6	"HS02"	240220	1	2	2	20	20	20	0	0	""	2.582	1704.09431	"[$ 16.8 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Venezuela, Bolivarian Republic of"	2009	6	"HS02"	240220	1	2	2	20	20	20	0	0	""	2.147	495.43074	"[$ 13.0 per Kilogram gross weight]"	"Cigarettes, containing tobacco"
"Venezuela, Bolivarian Republic of"	2003	6	"HS96"	240220	1	2	2	20	20	20	0	0	""	1606.96	""	""	"Cigarettes, containing tobacco"
"Viet Nam"	2013	6	"HS12"	240220	1	3	3	135	135	135	0	0	""	20933.417	""	""	"Cigarettes, containing tobacco"
"Viet Nam"	2012	6	"HS12"	240220	1	3	3	135	135	135	0	0	""	20828	""	""	"Cigarettes, containing tobacco"
"Viet Nam"	2010	6	"HS07"	240220	1	2	2	135	135	135	0	0	""	18612.917	""	""	"Cigarettes, containing tobacco"
"Viet Nam"	2009	6	"HS07"	240220	1	2	2	140	140	140	0	0	""	17065.1	""	""	"Cigarettes, containing tobacco"
"Viet Nam"	2008	6	"HS07"	240220	1	2	2	140	140	140	0	0	""	16302.3	""	""	"Cigarettes, containing tobacco"
"Yemen"	2009	6	"HS02"	240220	1	1	1	25	25	25	0	0	""	202.847	""	""	"Cigarettes, containing tobacco"
"Zambia"	2013	6	"HS12"	240220	1	1	1	25	25	25	0	0	""	5.396	10600.2557307	"[$ 7.2 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Zambia"	2012	6	"HS12"	240220	1	1	1	25	25	25	0	0	""	5147.253	9132.5132749	"[$ 6.4 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Zambia"	2011	6	"HS07"	240220	1	1	1	25	25	25	0	0	""	4860.666	7392.1476861	"[$ 7.7 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Zambia"	2010	6	"HS07"	240220	1	1	1	25	25	25	0	0	""	4797.137	5474.022	"[$ 8.0 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Zambia"	2008	6	"HS07"	240220	1	1	0	""	""	""	0	1	"[25% or K15,000 per mille whichever is greater]"	3745.66	6060.778	"[$ 6.4 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Zimbabwe"	2012	6	"HS07"	240220	1	5	0	""	""	""	0	5	"[40%+US$5.00/1000] [40%+US$5.00/1000] [40%+US$5.00/1000] [40%+US$5.00/1000] [40%+US$5.00/1000]"	""	""	""	"Cigarettes, containing tobacco"
"Zimbabwe"	2011	6	"HS07"	240220	1	5	0	""	""	""	0	5	"[US$5/1000] [US$5/1000] [US$5/1000] [US$5/1000] [US$5/1000]"	""	558.72685	"[$ 6.1 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Zimbabwe"	2010	6	"HS07"	240220	1	5	0	""	""	""	0	5	"[40%+US$5/1000units] [40%+US$5/1000units] [40%+US$5/1000units] [40%+US$5/1000units] [40%+US$5/1000units]"	""	61.26973	"[$ 11.3 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Zimbabwe"	2007	6	"HS07"	240220	1	5	0	""	""	""	0	5	"[60%+ US$5/ 1000 units] [60%+ US$5/ 1000 units] [60%+ US$5/ 1000 units] [60%+ US$5/ 1000 units] [60%+ US$5/ 1000 units]"	9675.78	12342.623	"[$ 60.9 per Kilogram net weight]"	"Cigarettes, containing tobacco"
"Zimbabwe"	2002	6	"HS02"	240220	1	5	5	100	100	100	0	0	""	55.0358	269.7256198	"[$ 3.4 per Kilogram net weight]"	"Cigarettes, containing tobacco"
